"","Arrest.district","Folder.number","Race"
"1",8,"28f8bb94b178cd821b5c7478b3635bed","White"
"2",8,"6b430b610c655347a8ae2997942b80d4","White"
"3",6,"f3f17573143121bbb31d199f1810827c","Black / African American"
"4",8,"999c74ad74f6f1768488cf9d0d4084b8","White"
"5",8,"999c74ad74f6f1768488cf9d0d4084b8","White"
"6",8,"18c1cc3ae85b16c1e8a154a5e579275f","White"
"7",8,"18c1cc3ae85b16c1e8a154a5e579275f","White"
"8",3,"6f77f5e67da89feca2471a3e60dd3257","White"
"9",3,"6f77f5e67da89feca2471a3e60dd3257","White"
"10",3,"6f77f5e67da89feca2471a3e60dd3257","White"
"11",3,"1c539e5fd55b5f076068f8cccb574353","White"
"12",3,"1c539e5fd55b5f076068f8cccb574353","White"
"13",3,"1c539e5fd55b5f076068f8cccb574353","White"
"14",3,"1c539e5fd55b5f076068f8cccb574353","White"
"15",8,"113a0937ecf052dbd76f62f3ee970866","White"
"16",7,"ebc6f932d1eb7fa1bfa0312675dbd076","Black / African American"
"17",7,"ebc6f932d1eb7fa1bfa0312675dbd076","Black / African American"
"18",7,"ebc6f932d1eb7fa1bfa0312675dbd076","Black / African American"
"19",7,"ebc6f932d1eb7fa1bfa0312675dbd076","Black / African American"
"20",7,"ebc6f932d1eb7fa1bfa0312675dbd076","Black / African American"
"21",8,"fa92f05538fb018c749d4e7d31978e9b","White"
"22",8,"a81600b5f6a26f49600a7e910f8812b9","White"
"23",8,"a81600b5f6a26f49600a7e910f8812b9","White"
"24",7,"05b9623b56221a1d626f39f9971c416c","Black / African American"
"25",7,"bd503c47f9dd0db6592b76509717bce1","Hispanic / Latinx"
"26",7,"bd503c47f9dd0db6592b76509717bce1","Hispanic / Latinx"
"27",7,"bd503c47f9dd0db6592b76509717bce1","Hispanic / Latinx"
"28",7,"bd503c47f9dd0db6592b76509717bce1","Hispanic / Latinx"
"29",3,"33d22e8e8df4aecd1fc7fd6de865a49d","Black / African American"
"30",3,"33d22e8e8df4aecd1fc7fd6de865a49d","Black / African American"
"31",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"32",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"33",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"34",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"35",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"36",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"37",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"38",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"39",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"40",7,"2b346e433133cad7e64305a9f16b9406","Black / African American"
"41",7,"be220241797cb7370e5171c7d88a99a7","Black / African American"
"42",7,"be220241797cb7370e5171c7d88a99a7","Black / African American"
"43",7,"be220241797cb7370e5171c7d88a99a7","Black / African American"
"44",7,"be220241797cb7370e5171c7d88a99a7","Black / African American"
"45",7,"be220241797cb7370e5171c7d88a99a7","Black / African American"
"46",7,"be220241797cb7370e5171c7d88a99a7","Black / African American"
"47",7,"be220241797cb7370e5171c7d88a99a7","Black / African American"
"48",2,"425aa7f76e2712372849a99fb6cb530d","Black / African American"
"49",2,"425aa7f76e2712372849a99fb6cb530d","Black / African American"
"50",2,"425aa7f76e2712372849a99fb6cb530d","Black / African American"
"51",2,"425aa7f76e2712372849a99fb6cb530d","Black / African American"
"52",6,"4ec1184ef954d488ba9c09e3fc812dd0","Black / African American"
"53",6,"4ec1184ef954d488ba9c09e3fc812dd0","Black / African American"
"54",6,"4ec1184ef954d488ba9c09e3fc812dd0","Black / African American"
"55",6,"4ec1184ef954d488ba9c09e3fc812dd0","Black / African American"
"56",5,"fd5db6ec52ccd4716c73fc67af0a1430","Black / African American"
"57",5,"fd5db6ec52ccd4716c73fc67af0a1430","Black / African American"
"58",5,"fd5db6ec52ccd4716c73fc67af0a1430","Black / African American"
"59",6,"9b1e2c88949adf17542dc4aa54ff0d9f","Black / African American"
"60",6,"9b1e2c88949adf17542dc4aa54ff0d9f","Black / African American"
"61",6,"9b1e2c88949adf17542dc4aa54ff0d9f","Black / African American"
"62",1,"9b1e2c88949adf17542dc4aa54ff0d9f","Black / African American"
"63",1,"f4680207245cc776fb10539b8cc77844","Black / African American"
"64",1,"f4680207245cc776fb10539b8cc77844","Black / African American"
"65",1,"264691dd0f2f7d38c726b29fcb06fcda","Black / African American"
"66",1,"264691dd0f2f7d38c726b29fcb06fcda","Black / African American"
"67",8,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"68",8,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"69",8,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"70",8,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"71",8,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"72",1,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"73",1,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"74",1,"c205444d5ccb6da5f11fa7e367a18cb8","Black / African American"
"75",6,"c5ef68bfb6eda23b84b9c6c06d7f7310","Black / African American"
"76",6,"c5ef68bfb6eda23b84b9c6c06d7f7310","Black / African American"
"77",6,"c5ef68bfb6eda23b84b9c6c06d7f7310","Black / African American"
"78",6,"c5ef68bfb6eda23b84b9c6c06d7f7310","Black / African American"
"79",6,"c5ef68bfb6eda23b84b9c6c06d7f7310","Black / African American"
"80",8,"4762d157de8a02dab47e0fd7d44f29bd","Black / African American"
"81",8,"4762d157de8a02dab47e0fd7d44f29bd","Black / African American"
"82",8,"4762d157de8a02dab47e0fd7d44f29bd","Black / African American"
"83",8,"4762d157de8a02dab47e0fd7d44f29bd","Black / African American"
"84",8,"4762d157de8a02dab47e0fd7d44f29bd","Black / African American"
"85",8,"0750a13f9f087fe6ca9709b2df65be83","Black / African American"
"86",8,"0750a13f9f087fe6ca9709b2df65be83","Black / African American"
"87",8,"db50fda183f21124c83b9a22173b61ce","Black / African American"
"88",8,"db50fda183f21124c83b9a22173b61ce","Black / African American"
"89",8,"db50fda183f21124c83b9a22173b61ce","Black / African American"
"90",8,"db50fda183f21124c83b9a22173b61ce","Black / African American"
"91",8,"db50fda183f21124c83b9a22173b61ce","Black / African American"
"92",8,"db50fda183f21124c83b9a22173b61ce","Black / African American"
"93",1,"da0084537b62e9d080b16f4c9a2aec10","White"
"94",1,"da0084537b62e9d080b16f4c9a2aec10","White"
"95",1,"da0084537b62e9d080b16f4c9a2aec10","White"
"96",1,"da0084537b62e9d080b16f4c9a2aec10","White"
"97",4,"3b571c317b96c16993c0fdfddfd235a3","White"
"98",4,"7523327b4d13b64c551a548a2499544c","White"
"99",5,"05214b03cea95cbbf86995569bbd9704","Black / African American"
"100",5,"05214b03cea95cbbf86995569bbd9704","Black / African American"
"101",2,"abfad72648c9bf531551b022f8ad02b1","White"
"102",1,"d1d268c11c0c53463c78bb209ac7ff1d","White"
"103",1,"d1d268c11c0c53463c78bb209ac7ff1d","White"
"104",1,"d1d268c11c0c53463c78bb209ac7ff1d","White"
"105",1,"d1d268c11c0c53463c78bb209ac7ff1d","White"
"106",1,"d1d268c11c0c53463c78bb209ac7ff1d","White"
"107",1,"d1d268c11c0c53463c78bb209ac7ff1d","White"
"108",1,"d08c1672d0e57f4d48ccc4bf96c4197e","White"
"109",8,"5737f08c5eecb41a9eaf5b72dd9e65a8","White"
"110",8,"5737f08c5eecb41a9eaf5b72dd9e65a8","White"
"111",8,"e481aa37f67812c997af2c368b66dc8b","Black / African American"
"112",8,"e481aa37f67812c997af2c368b66dc8b","Black / African American"
"113",8,"e481aa37f67812c997af2c368b66dc8b","Black / African American"
"114",3,"5ec90a90d593b8b8887fd850068a5b56","White"
"115",1,"d9ee5812b8c2520a26ffb259d7821d5a","Black / African American"
"116",1,"d9ee5812b8c2520a26ffb259d7821d5a","Black / African American"
"117",3,"42995c653902c17b896651e42389c340","Black / African American"
"118",3,"42995c653902c17b896651e42389c340","Black / African American"
"119",3,"42995c653902c17b896651e42389c340","Black / African American"
"120",5,"9c24e609d7b14a481fd7bcd491663688","Black / African American"
"121",6,"ee8e4db109c1478add307e10ac9c89a7","Black / African American"
"122",6,"ee8e4db109c1478add307e10ac9c89a7","Black / African American"
"123",1,"ee8e4db109c1478add307e10ac9c89a7","Black / African American"
"124",4,"caa9cdd4503b5cb2c9eb0f4b6556a0a3","Black / African American"
"125",4,"caa9cdd4503b5cb2c9eb0f4b6556a0a3","Black / African American"
"126",4,"caa9cdd4503b5cb2c9eb0f4b6556a0a3","Black / African American"
"127",4,"caa9cdd4503b5cb2c9eb0f4b6556a0a3","Black / African American"
"128",5,"1aa6bef9bf306db977ddb8b3b2b4acc1","Black / African American"
"129",3,"2b8755aaf24985345d5e5a623bd01ed4","Black / African American"
"130",3,"2b8755aaf24985345d5e5a623bd01ed4","Black / African American"
"131",3,"2b8755aaf24985345d5e5a623bd01ed4","Black / African American"
"132",3,"2b8755aaf24985345d5e5a623bd01ed4","Black / African American"
"133",3,"2b8755aaf24985345d5e5a623bd01ed4","Black / African American"
"134",3,"2b8755aaf24985345d5e5a623bd01ed4","Black / African American"
"135",3,"2b8755aaf24985345d5e5a623bd01ed4","Black / African American"
"136",7,"66aca6ebec1eafe6f1b52c4b7676c5e8","Black / African American"
"137",1,"358f0f8432282eed79261d18b9f6a5d3","Black / African American"
"138",1,"358f0f8432282eed79261d18b9f6a5d3","Black / African American"
"139",7,"201179c28114b44529d4b12a62723456","Black / African American"
"140",7,"201179c28114b44529d4b12a62723456","Black / African American"
"141",7,"201179c28114b44529d4b12a62723456","Black / African American"
"142",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"143",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"144",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"145",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"146",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"147",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"148",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"149",8,"9a82dddb454a27b7ebf09514e7d041cb","White"
"150",8,"8a56ee5f058c78dada9e445db38383f0","White"
"151",4,"7af9453d057977cf9d863b2e04f8067a","White"
"152",8,"3aa8a4882d31d3716e60ee5b44bd3f55","Black / African American"
"153",8,"cbfd05787300c8e2043a470feaddef86","Black / African American"
"154",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"155",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"156",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"157",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"158",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"159",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"160",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"161",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"162",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"163",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"164",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"165",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"166",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"167",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"168",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"169",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"170",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"171",4,"dc5595cfc0e5d56153768c6fa13f512a","Black / African American"
"172",8,"befb1c854cb29ff059d7dfbd771d7a53","Black / African American"
"173",8,"befb1c854cb29ff059d7dfbd771d7a53","Black / African American"
"174",8,"06b2588725f64a7ca64f92993700e856","White"
"175",6,"722064353a05f53d397a3848c8acf227","Black / African American"
"176",1,"2cd859d7fefc04e7582f59b5c577a0cb","Black / African American"
"177",1,"2cd859d7fefc04e7582f59b5c577a0cb","Black / African American"
"178",1,"2cd859d7fefc04e7582f59b5c577a0cb","Black / African American"
"179",8,"8a1d3a49b85c2588e85fb1d760c12878","White"
"180",8,"8a1d3a49b85c2588e85fb1d760c12878","White"
"181",8,"105e709648e0d609b7fb8bd4eb79eff1","Black / African American"
"182",6,"24b08ed5bcb3302e1b585812f5dbc964","Black / African American"
"183",6,"24b08ed5bcb3302e1b585812f5dbc964","Black / African American"
"184",6,"24b08ed5bcb3302e1b585812f5dbc964","Black / African American"
"185",8,"fa95c6d84ad0ddc8e7bf96aec8953348","Black / African American"
"186",8,"fa95c6d84ad0ddc8e7bf96aec8953348","Black / African American"
"187",8,"34f2bb2295a91b5c044cd4ff7d432f4b","Black / African American"
"188",8,"34f2bb2295a91b5c044cd4ff7d432f4b","Black / African American"
"189",1,"0f2727c7f4bac3a13a24915775a56ab8","Black / African American"
"190",1,"0f2727c7f4bac3a13a24915775a56ab8","Black / African American"
"191",1,"0f2727c7f4bac3a13a24915775a56ab8","Black / African American"
"192",1,"0f2727c7f4bac3a13a24915775a56ab8","Black / African American"
"193",1,"0f2727c7f4bac3a13a24915775a56ab8","Black / African American"
"194",1,"0f2727c7f4bac3a13a24915775a56ab8","Black / African American"
"195",1,"ed01fa00ccf34ef23f5c6ac326a752e0","White"
"196",2,"f78022a6f4bf74296595a3c2779cbdda","Black / African American"
"197",2,"f78022a6f4bf74296595a3c2779cbdda","Black / African American"
"198",2,"f78022a6f4bf74296595a3c2779cbdda","Black / African American"
"199",5,"8a98337645f3a4b0eeea3a7d8b3a3085","White"
"200",5,"8a98337645f3a4b0eeea3a7d8b3a3085","White"
"201",5,"8a98337645f3a4b0eeea3a7d8b3a3085","White"
"202",5,"35ed70a7c763347e9db160ec1ab5128f","Black / African American"
"203",3,"373f7b5a01b2664eb84f76c9c3aaa531","White"
"204",3,"373f7b5a01b2664eb84f76c9c3aaa531","White"
"205",3,"373f7b5a01b2664eb84f76c9c3aaa531","White"
"206",8,"ee84260afeaaa4a86ba72290e9182625","Black / African American"
"207",8,"ee84260afeaaa4a86ba72290e9182625","Black / African American"
"208",8,"ee84260afeaaa4a86ba72290e9182625","Black / African American"
"209",8,"6be30c233b0871a8682917b4ecea9865","Black / African American"
"210",8,"6be30c233b0871a8682917b4ecea9865","Black / African American"
"211",8,"6be30c233b0871a8682917b4ecea9865","Black / African American"
"212",8,"6be30c233b0871a8682917b4ecea9865","Black / African American"
"213",8,"1c7e532e9c1eedbeb34298d378623a2f","Black / African American"
"214",8,"e08b095065fa4b8d59f9a096f5872eb0","Black / African American"
"215",8,"0a3be9837bd6dc4328f7e10363506d5b","Black / African American"
"216",8,"0a3be9837bd6dc4328f7e10363506d5b","Black / African American"
"217",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"218",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"219",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"220",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"221",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"222",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"223",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"224",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"225",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"226",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"227",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"228",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"229",6,"8a448441b39b7c8fc1859d5afe4b4392","Black / African American"
"230",8,"23f1875c060abb1d8209bbf4261ebfcc","White"
"231",6,"514b23b54cfca9cc69d2ce9709c875b9","White"
"232",6,"514b23b54cfca9cc69d2ce9709c875b9","White"
"233",6,"514b23b54cfca9cc69d2ce9709c875b9","White"
"234",6,"514b23b54cfca9cc69d2ce9709c875b9","White"
"235",8,"8e70456f0adba8aaba81cfc437567520","White"
"236",8,"8e70456f0adba8aaba81cfc437567520","White"
"237",8,"8e70456f0adba8aaba81cfc437567520","White"
"238",8,"8e70456f0adba8aaba81cfc437567520","White"
"239",8,"8e70456f0adba8aaba81cfc437567520","White"
"240",8,"8e70456f0adba8aaba81cfc437567520","White"
"241",8,"8e70456f0adba8aaba81cfc437567520","White"
"242",8,"8e70456f0adba8aaba81cfc437567520","White"
"243",7,"cbd2bc14150db0edef02c485484be9da","Black / African American"
"244",5,"06756cca0eb60b1a385678f6efd602f6","Asian / Pacific Islander"
"245",5,"06756cca0eb60b1a385678f6efd602f6","Asian / Pacific Islander"
"246",5,"06756cca0eb60b1a385678f6efd602f6","Asian / Pacific Islander"
"247",8,"b8a0bee2f14eea6bdf235ce48fb79151","Black / African American"
"248",8,"b8a0bee2f14eea6bdf235ce48fb79151","Black / African American"
"249",6,"616f4b85b31b47d0d51408cc01264f38","Black / African American"
"250",6,"616f4b85b31b47d0d51408cc01264f38","Black / African American"
"251",6,"616f4b85b31b47d0d51408cc01264f38","Black / African American"
"252",6,"616f4b85b31b47d0d51408cc01264f38","Black / African American"
"253",6,"616f4b85b31b47d0d51408cc01264f38","Black / African American"
"254",5,"a7d6913eb7bc2b4b7070755570b20f77","Black / African American"
"255",1,"8eac4527b47897b464566f642ac518f5","White"
"256",1,"8eac4527b47897b464566f642ac518f5","White"
"257",1,"8eac4527b47897b464566f642ac518f5","White"
"258",1,"b4c3b4514373f86031848b0c4ed43b72","Black / African American"
"259",1,"b4c3b4514373f86031848b0c4ed43b72","Black / African American"
"260",1,"bf5eb1d195472cc7205b12ab3130a3fe","Black / African American"
"261",1,"bf5eb1d195472cc7205b12ab3130a3fe","Black / African American"
"262",1,"325b54ef813f831629f9c3f039decc14","Black / African American"
"263",1,"325b54ef813f831629f9c3f039decc14","Black / African American"
"264",1,"325b54ef813f831629f9c3f039decc14","Black / African American"
"265",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"266",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"267",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"268",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"269",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"270",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"271",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"272",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"273",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"274",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"275",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"276",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"277",1,"a4afe3d3d2d8787c63ce9ffb9ffc914b","Black / African American"
"278",1,"1a61d819fe898fee1dd76cd38726b55b","Black / African American"
"279",1,"1a61d819fe898fee1dd76cd38726b55b","Black / African American"
"280",1,"1a61d819fe898fee1dd76cd38726b55b","Black / African American"
"281",1,"1a61d819fe898fee1dd76cd38726b55b","Black / African American"
"282",1,"986c02103fb4e57a74e0d6aa72f61d75","Black / African American"
"283",6,"800d6f60b310c8be89bae7d65f839a33","Black / African American"
"284",6,"800d6f60b310c8be89bae7d65f839a33","Black / African American"
"285",1,"800d6f60b310c8be89bae7d65f839a33","Black / African American"
"286",1,"800d6f60b310c8be89bae7d65f839a33","Black / African American"
"287",1,"800d6f60b310c8be89bae7d65f839a33","Black / African American"
"288",6,"7790f463ac43108d74df7bb38a97feab","Black / African American"
"289",6,"7790f463ac43108d74df7bb38a97feab","Black / African American"
"290",6,"7790f463ac43108d74df7bb38a97feab","Black / African American"
"291",1,"7790f463ac43108d74df7bb38a97feab","Black / African American"
"292",1,"4cada22866fe67f0accfada281a0ee0b","Black / African American"
"293",1,"b5623b72629f28be4b162b3c4518f1c8","Black / African American"
"294",1,"b5623b72629f28be4b162b3c4518f1c8","Black / African American"
"295",1,"9088dba8d09bd8704687a5a640b92a51","Black / African American"
"296",4,"466727a3d09745c7117ca70839436cf4","Black / African American"
"297",4,"466727a3d09745c7117ca70839436cf4","Black / African American"
"298",4,"466727a3d09745c7117ca70839436cf4","Black / African American"
"299",4,"466727a3d09745c7117ca70839436cf4","Black / African American"
"300",6,"bc313a5b8bdd60f7b7b2daf0c9c8edd9","Black / African American"
"301",2,"8ca7728c187992c97aa4667faa8bd61d","Black / African American"
"302",2,"8ca7728c187992c97aa4667faa8bd61d","Black / African American"
"303",1,"cc743b4bad77747ea430f2f39b985109","Black / African American"
"304",1,"cc743b4bad77747ea430f2f39b985109","Black / African American"
"305",1,"cc743b4bad77747ea430f2f39b985109","Black / African American"
"306",1,"cc743b4bad77747ea430f2f39b985109","Black / African American"
"307",1,"483fccc52b03668413ba053fade6b8c0","Black / African American"
"308",1,"483fccc52b03668413ba053fade6b8c0","Black / African American"
"309",1,"483fccc52b03668413ba053fade6b8c0","Black / African American"
"310",1,"f5517125d56318ae0589cf2815667d1c","Black / African American"
"311",1,"f5517125d56318ae0589cf2815667d1c","Black / African American"
"312",1,"de21129b7dbd233f81e0e12a88e3d726","Black / African American"
"313",1,"de21129b7dbd233f81e0e12a88e3d726","Black / African American"
"314",3,"82d24c4e92741c2d2d587f0612906556","Black / African American"
"315",3,"82d24c4e92741c2d2d587f0612906556","Black / African American"
"316",6,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"317",6,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"318",6,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"319",6,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"320",6,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"321",1,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"322",1,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"323",1,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"324",1,"8fdefa945489d179dd919eb0ba69c8ff","Black / African American"
"325",8,"98d13aa0431240933936f2ff9360fc75","Black / African American"
"326",8,"98d13aa0431240933936f2ff9360fc75","Black / African American"
"327",8,"98d13aa0431240933936f2ff9360fc75","Black / African American"
"328",8,"98d13aa0431240933936f2ff9360fc75","Black / African American"
"329",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"330",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"331",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"332",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"333",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"334",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"335",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"336",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"337",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"338",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"339",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"340",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"341",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"342",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"343",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"344",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"345",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"346",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"347",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"348",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"349",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"350",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"351",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"352",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"353",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"354",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"355",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"356",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"357",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"358",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"359",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"360",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"361",1,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"362",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"363",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"364",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"365",7,"a6c2eeca02a4a15af33d8927b2abe562","Black / African American"
"366",8,"d4ea3062e7a9e73fd50e1f54c296a1fe","Black / African American"
"367",7,"3c9bbaccc1b946d099ff52e602d2e76c","Black / African American"
"368",7,"3c9bbaccc1b946d099ff52e602d2e76c","Black / African American"
"369",7,"3c9bbaccc1b946d099ff52e602d2e76c","Black / African American"
"370",7,"3c9bbaccc1b946d099ff52e602d2e76c","Black / African American"
"371",7,"3c9bbaccc1b946d099ff52e602d2e76c","Black / African American"
"372",7,"3c9bbaccc1b946d099ff52e602d2e76c","Black / African American"
"373",7,"4b06ea14ea4cef765466bba8ad685a01","Black / African American"
"374",7,"4b06ea14ea4cef765466bba8ad685a01","Black / African American"
"375",7,"4b06ea14ea4cef765466bba8ad685a01","Black / African American"
"376",7,"4b06ea14ea4cef765466bba8ad685a01","Black / African American"
"377",7,"4b06ea14ea4cef765466bba8ad685a01","Black / African American"
"378",7,"4b06ea14ea4cef765466bba8ad685a01","Black / African American"
"379",3,"bdfe580818ba53be70f61ac976ead2ff","Black / African American"
"380",3,"bdfe580818ba53be70f61ac976ead2ff","Black / African American"
"381",3,"44cc150c2d4ffc96c6832ef65c113615","White"
"382",3,"44cc150c2d4ffc96c6832ef65c113615","White"
"383",7,"f9fbda1979f396a4dcec3189f7f9e9f0","Black / African American"
"384",7,"f9fbda1979f396a4dcec3189f7f9e9f0","Black / African American"
"385",7,"f9fbda1979f396a4dcec3189f7f9e9f0","Black / African American"
"386",7,"f9fbda1979f396a4dcec3189f7f9e9f0","Black / African American"
"387",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"388",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"389",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"390",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"391",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"392",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"393",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"394",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"395",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"396",7,"7cc84aeb448a39fbd8583d1d96f52288","Black / African American"
"397",5,"b838b4b9936008d862a43a0cc8ea0529","Black / African American"
"398",1,"b838b4b9936008d862a43a0cc8ea0529","Black / African American"
"399",1,"b838b4b9936008d862a43a0cc8ea0529","Black / African American"
"400",5,"b838b4b9936008d862a43a0cc8ea0529","Black / African American"
"401",5,"b838b4b9936008d862a43a0cc8ea0529","Black / African American"
